locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Szczecin Niebuszewo,ul. Zygmunta Krasińskiego,2,50,445000,8972,Bez pośredników,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-szczecin-niebuszewo-ul-zygmunta-krasinskiego-2-pokojowe-a0y3m4,https://s2.adresowa.pl/oi/31/7c/38a2a0_6514_cover-2-pokojowe-mieszkanie-szczecin-niebuszewo-ul-zygmunta-krasinskiego.jpg
Szczecin Śródmieście,al. Piastów,3,45,465000,10414,Bez pośredników,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-szczecin-srodmiescie-al-piastow-3-pokojowe-v4a0r8,https://s2.adresowa.pl/oi/18/5b/389eec_4f1d_cover-3-pokojowe-mieszkanie-szczecin-srodmiescie-al-piastow.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Szczecin,ul. prof. Krzysztofa Marlicza,2,42,395000,9405,Bez pośredników,ponad miesiąc temu,3,https://adresowo.pl/o/mieszkanie-szczecin-ul-prof-krzysztofa-marlicza-2-pokojowe-x4h9s6,https://s2.adresowa.pl/oi/41/53/389e7e_ed1a_cover-2-pokojowe-mieszkanie-szczecin-ul-prof-krzysztofa-marlicza.jpg
Szczecin Śródmieście,ul. 5 Lipca,4,70,625000,8993,Oferta biura nieruchomości,ponad miesiąc temu,48,https://adresowo.pl/o/mieszkanie-szczecin-srodmiescie-ul-5-lipca-4-pokojowe-e6o9l6,https://s2.adresowa.pl/oi/43/26/36429c_36db_cover-4-pokojowe-mieszkanie-szczecin-srodmiescie-ul-5-lipca.jpg
Szczecin Centrum,ul. Czesława,3,70,529000,7557,Oferta biura nieruchomości,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-czeslawa-3-pokojowe-s7z1k7,https://s2.adresowa.pl/oi/19/17/3605bc_2a6f_cover-3-pokojowe-mieszkanie-szczecin-centrum-ul-czeslawa.jpg
Szczecin Centrum,,2,52,509000,9845,Bez pośredników,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-szczecin-centrum-2-pokojowe-51-m2-h2w4h8,https://s2.adresowa.pl/oi/27/43/389dba_b331_cover-2-pokojowe-mieszkanie-szczecin-centrum.jpg
Szczecin Warszewo,ul. Czeska,3,72,770000,10745,Bez pośredników,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-szczecin-warszewo-ul-czeska-3-pokojowe-v7p3b9,https://s2.adresowa.pl/oi/2b/51/389c2e_31f0_cover-3-pokojowe-mieszkanie-szczecin-warszewo-ul-czeska.jpg
Szczecin Śródmieście,al. Wojska Polskiego,3,96,690000,7188,Bez pośredników,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-szczecin-srodmiescie-al-wojska-polskiego-3-pokojowe-d6h7g2,https://s2.adresowa.pl/oi/67/4f/3895aa_675c_cover-3-pokojowe-mieszkanie-szczecin-srodmiescie-al-wojska-polskiego.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Szczecin Niebuszewo,ul. Juliana Ursyna Niemcewicza,2,49,380000,7714,Oferta biura nieruchomości,ponad miesiąc temu,29,https://adresowo.pl/o/mieszkanie-szczecin-niebuszewo-ul-juliana-ursyna-niemcewicza-2-pokojowe-s0c1y3,https://s2.adresowa.pl/oi/64/6b/354cf4_c164_cover-2-pokojowe-mieszkanie-szczecin-niebuszewo-ul-juliana-ursyna-niemcewicza.jpg
Szczecin Niebuszewo,,3,56,739000,13196,Oferta biura nieruchomości,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-szczecin-niebuszewo-3-pokojowe-56-m2-x4x5n8,https://s2.adresowa.pl/oi/25/4a/35379a_ab55_cover-3-pokojowe-mieszkanie-szczecin-niebuszewo.jpg
Szczecin Śródmieście,ul. Pocztowa,3,96,570000,5962,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-szczecin-srodmiescie-ul-pocztowa-3-pokojowe-o6a3e9,https://s2.adresowa.pl/oi/23/2d/389490_3210_cover-3-pokojowe-mieszkanie-szczecin-srodmiescie-ul-pocztowa.jpg
Szczecin Centrum,ul. marsz. Józefa Piłsudskiego,3,60,649000,10817,Bez pośredników,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-marsz-jozefa-pilsudskiego-3-pokojowe-z9d3v7,https://s2.adresowa.pl/oi/4c/47/3885cc_409b_cover-3-pokojowe-mieszkanie-szczecin-centrum-ul-marsz-jozefa-pilsudskiego.jpg
Szczecin Centrum,ul. Leona Heyki,2,49,609000,12531,Bez pośredników,ponad miesiąc temu,5,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-leona-heyki-2-pokojowe-d0r8u5,https://s2.adresowa.pl/oi/49/74/387eb4_f9a7_cover-2-pokojowe-mieszkanie-szczecin-centrum-ul-leona-heyki.jpg
Szczecin Centrum,ul. Józefa Bema,3,64,479000,7454,Oferta biura nieruchomości,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-jozefa-bema-3-pokojowe-u1d1o4,https://s2.adresowa.pl/oi/7c/43/352fba_b734_cover-3-pokojowe-mieszkanie-szczecin-centrum-ul-jozefa-bema.jpg
Szczecin Centrum,,3,67,549000,8194,Oferta biura nieruchomości,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-centrum-3-pokojowe-67-m2-m9p3p5,https://s2.adresowa.pl/oi/40/7d/351334_f058_cover-3-pokojowe-mieszkanie-szczecin-centrum.jpg
Szczecin Bukowe,ul. Akwarelowa,3,73,665000,9110,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-szczecin-bukowe-ul-akwarelowa-3-pokojowe-o9m0r7,https://s2.adresowa.pl/oi/26/3e/387d48_8246_cover-3-pokojowe-mieszkanie-szczecin-bukowe-ul-akwarelowa.jpg
Szczecin Gumieńce,ul. Gorzowska,3,80,950000,11875,Bez pośredników,ponad miesiąc temu,1,https://adresowo.pl/o/mieszkanie-szczecin-gumience-ul-gorzowska-3-pokojowe-r1y5v4,https://s2.adresowa.pl/oi/53/3d/387c8a_be19_cover-3-pokojowe-mieszkanie-szczecin-gumience-ul-gorzowska.jpg
Szczecin Centrum,ul. Jana Matejki,2,48,580000,12198,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-jana-matejki-2-pokojowe-d9n9q1,https://s2.adresowa.pl/oi/3d/15/387bf2_57da_cover-2-pokojowe-mieszkanie-szczecin-centrum-ul-jana-matejki.jpg
Szczecin Pomorzany,,2,37,453900,12268,Oferta biura nieruchomości,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-pomorzany-2-pokojowe-37-m2-u2y7c5,https://s2.adresowa.pl/oi/79/6a/326144_7737_cover-2-pokojowe-mieszkanie-szczecin-pomorzany.jpg
Szczecin Centrum,al. Wyzwolenia,2,35,385000,11159,Oferta biura nieruchomości,ponad miesiąc temu,35,https://adresowo.pl/o/mieszkanie-szczecin-centrum-al-wyzwolenia-2-pokojowe-r0i3k8,https://s2.adresowa.pl/oi/41/5d/3084e2_46f4_cover-2-pokojowe-mieszkanie-szczecin-centrum-al-wyzwolenia.jpg
Szczecin Bukowo,,3,63,690000,10952,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-bukowo-3-pokojowe-63-m2-p0h1m4,https://s2.adresowa.pl/oi/70/6c/3868c6_628d_cover-3-pokojowe-mieszkanie-szczecin-bukowo.jpg
Szczecin Centrum,ul. Pocztowa,2,56,499000,8892,Bez pośredników,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-pocztowa-2-pokojowe-t3j8x6,https://s2.adresowa.pl/oi/77/65/38653a_fb16_cover-2-pokojowe-mieszkanie-szczecin-centrum-ul-pocztowa.jpg
Szczecin Centrum,,1,48,489000,10286,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-szczecin-centrum-1-pokoj-47-m2-g1t9p1,https://s2.adresowa.pl/oi/26/5c/385f70_de43_cover-1-pokojowe-mieszkanie-szczecin-centrum.jpg
Szczecin Majowe,,2,49,558500,11352,Oferta biura nieruchomości,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-szczecin-majowe-2-pokojowe-49-m2-s8j7l9,https://s2.adresowa.pl/oi/40/4b/2f5a54_8c99_cover-2-pokojowe-mieszkanie-szczecin-majowe.jpg
Szczecin Centrum,ul. Stanisława Herakliusza Lubomirskiego,3,64,599990,9375,Oferta biura nieruchomości,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-stanislawa-herakliusza-lubomirskiego-3-pokojowe-b2l3y9,https://s2.adresowa.pl/oi/38/23/2e6d04_e115_cover-3-pokojowe-mieszkanie-szczecin-centrum-ul-stanislawa-herakliusza-lubomirskiego.jpg
Szczecin Świerczewo,ul. Antoniego Kaliny,1,30,349000,11480,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-szczecin-swierczewo-ul-antoniego-kaliny-1-pokoj-f4c9c8,https://s2.adresowa.pl/oi/12/7b/3855aa_2e9c_cover-1-pokojowe-mieszkanie-szczecin-swierczewo-ul-antoniego-kaliny.jpg
Szczecin Zdroje,,4,78,720000,9231,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-zdroje-4-pokojowe-78-m2-e6y7a7,https://s2.adresowa.pl/oi/14/26/384c26_9eec_cover-4-pokojowe-mieszkanie-szczecin-zdroje.jpg
Szczecin Gumieńce,ul. Polskich Marynarzy,5,98,879000,8969,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-szczecin-gumience-ul-polskich-marynarzy-5-pokojowe-b4d7x2,https://s2.adresowa.pl/oi/1f/35/3842ee_caac_cover-5-pokojowe-mieszkanie-szczecin-gumience-ul-polskich-marynarzy.jpg
Szczecin Centrum,,1,15,113000,7533,Oferta biura nieruchomości,ponad miesiąc temu,5,https://adresowo.pl/o/mieszkanie-szczecin-centrum-1-pokoj-15-m2-i7n1z7,https://s2.adresowa.pl/oi/39/3b/2e6cd2_859a_cover-1-pokojowe-mieszkanie-szczecin-centrum.jpg
Szczecin Warszewo,,1,30,369990,12251,Oferta biura nieruchomości,ponad miesiąc temu,5,https://adresowo.pl/o/mieszkanie-szczecin-warszewo-1-pokoj-30-m2-m2k3s3,https://s2.adresowa.pl/oi/5e/6c/2e6cb6_e560_cover-1-pokojowe-mieszkanie-szczecin-warszewo.jpg
Szczecin Turzyn,ul. Kazimierza Pułaskiego,2,43,369000,8581,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-turzyn-ul-kazimierza-pulaskiego-2-pokojowe-b2k0m5,https://s2.adresowa.pl/oi/3d/70/383ab2_60a0_cover-2-pokojowe-mieszkanie-szczecin-turzyn-ul-kazimierza-pulaskiego.jpg
Szczecin Centrum,al. Wyzwolenia,3,61,548000,8984,Bez pośredników,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-szczecin-centrum-al-wyzwolenia-3-pokojowe-z6o3y5,https://s2.adresowa.pl/oi/36/34/382fd0_8a87_cover-3-pokojowe-mieszkanie-szczecin-centrum-al-wyzwolenia.jpg
Szczecin Centrum,ul. Jagiellońska,6,80,495000,6188,Bez pośredników,ponad miesiąc temu,5,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-jagiellonska-6-pokojowe-p0i6q1,https://s2.adresowa.pl/oi/79/2f/382a36_3e70_cover-6-pokojowe-mieszkanie-szczecin-centrum-ul-jagiellonska.jpg
Szczecin Dąbie,ul. Szybowcowa,2,43,599000,13946,Bez pośredników,ponad miesiąc temu,18,https://adresowo.pl/o/mieszkanie-szczecin-dabie-ul-szybowcowa-2-pokojowe-y8s0u2,https://s2.adresowa.pl/oi/3e/38/3822fc_e080_cover-2-pokojowe-mieszkanie-szczecin-dabie-ul-szybowcowa.jpg
Szczecin Dąbie,,4,101,720000,7111,Oferta biura nieruchomości,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-szczecin-dabie-4-pokojowe-101-m2-e4q9h7,https://s2.adresowa.pl/oi/52/6d/2ae5d0_d6a2_cover-4-pokojowe-mieszkanie-szczecin-dabie.jpg
Szczecin Żelechowa,ul. Ostrowska,4,70,850000,12143,Bez pośredników,ponad miesiąc temu,16,https://adresowo.pl/o/mieszkanie-szczecin-zelechowa-ul-ostrowska-4-pokojowe-g5j7z7,https://s2.adresowa.pl/oi/5b/35/381ca2_5b8b_cover-4-pokojowe-mieszkanie-szczecin-zelechowa-ul-ostrowska.jpg
Szczecin Pogodno,ul. Stanisława Noakowskiego,4,68,587000,8632,Bez pośredników,ponad miesiąc temu,23,https://adresowo.pl/o/mieszkanie-szczecin-pogodno-ul-stanislawa-noakowskiego-4-pokojowe-h7r7r2,https://s2.adresowa.pl/oi/5b/3c/3819ea_cc30_cover-4-pokojowe-mieszkanie-szczecin-pogodno-ul-stanislawa-noakowskiego.jpg
Szczecin Świerczewo,ul. 26 Kwietnia,2,44,469000,10659,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-szczecin-swierczewo-ul-26-kwietnia-2-pokojowe-g7g3u4,https://s2.adresowa.pl/oi/36/40/3819da_7a41_cover-2-pokojowe-mieszkanie-szczecin-swierczewo-ul-26-kwietnia.jpg
Szczecin Pomorzany,ul. Xawerego Dunikowskiego,2,45,480000,10601,Bez pośredników,ponad miesiąc temu,1,https://adresowo.pl/o/mieszkanie-szczecin-pomorzany-ul-xawerego-dunikowskiego-2-pokojowe-m5u0l8,https://s2.adresowa.pl/oi/2e/64/381840_dbe7_cover-2-pokojowe-mieszkanie-szczecin-pomorzany-ul-xawerego-dunikowskiego.jpg
Szczecin Śródmieście,al. Piastów,2,50,299000,5997,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-szczecin-srodmiescie-al-piastow-2-pokojowe-w0s5t9,https://s2.adresowa.pl/oi/33/10/38161a_8a5c_cover-2-pokojowe-mieszkanie-szczecin-srodmiescie-al-piastow.jpg
Szczecin Centrum,,2,59,1293820,22000,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-szczecin-centrum-2-pokojowe-58-m2-u9x3r0,https://s2.adresowa.pl/oi/22/7e/380914_f00e_cover-2-pokojowe-mieszkanie-szczecin-centrum.jpg
Szczecin Gumieńce,ul. gen. Stanisława Maczka,3,77,899000,11752,Bez pośredników,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-szczecin-gumience-ul-gen-stanislawa-maczka-3-pokojowe-r0h9j2,https://s2.adresowa.pl/oi/6b/3f/37fda4_acd5_cover-3-pokojowe-mieszkanie-szczecin-gumience-ul-gen-stanislawa-maczka.jpg
Szczecin Gumieńce,,3,57,559000,9807,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-gumience-3-pokojowe-57-m2-o2r6j1,https://s2.adresowa.pl/oi/60/4a/37fbc4_4ad2_cover-3-pokojowe-mieszkanie-szczecin-gumience.jpg
Szczecin Świerczewo,ul. Santocka,3,60,540000,9000,Bez pośredników,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-szczecin-swierczewo-ul-santocka-3-pokojowe-h1c2a7,https://s2.adresowa.pl/oi/4e/23/37fa7e_353a_cover-3-pokojowe-mieszkanie-szczecin-swierczewo-ul-santocka.jpg
Szczecin Centrum,ul. Willowa,2,45,455000,10111,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-willowa-2-pokojowe-x2h2p5,https://s2.adresowa.pl/oi/66/35/37f460_3b12_cover-2-pokojowe-mieszkanie-szczecin-centrum-ul-willowa.jpg
Szczecin Gumieńce,,4,100,1200000,12000,Bez pośredników,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-szczecin-gumience-4-pokojowe-100-m2-l7r0b2,https://s2.adresowa.pl/oi/10/39/37e64c_d92f_cover-4-pokojowe-mieszkanie-szczecin-gumience.jpg
Szczecin Niebuszewo,ul. Boguchwały,2,46,339000,7370,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-szczecin-niebuszewo-ul-boguchwaly-2-pokojowe-i2w5q3,https://s2.adresowa.pl/oi/64/73/37e1d8_d544_cover-2-pokojowe-mieszkanie-szczecin-niebuszewo-ul-boguchwaly.jpg
Szczecin Pogodno,,2,42,485000,11548,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-pogodno-2-pokojowe-42-m2-n2j0d0,https://s2.adresowa.pl/oi/1a/43/37ded0_f79f_cover-2-pokojowe-mieszkanie-szczecin-pogodno.jpg
Szczecin Płonia,,4,64,520000,8125,Bez pośredników,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-szczecin-plonia-4-pokojowe-64-m2-b2u3h9,https://s2.adresowa.pl/oi/7b/42/37d53a_e199_cover-4-pokojowe-mieszkanie-szczecin-plonia.jpg
Szczecin Śródmieście,ul. Śląska,1,23,420000,17964,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-srodmiescie-ul-slaska-1-pokoj-r5m9w5,https://s2.adresowa.pl/oi/50/7c/37cfc6_9d66_cover-1-pokojowe-mieszkanie-szczecin-srodmiescie-ul-slaska.jpg
Szczecin Świerczewo,ul. Hieronima Derdowskiego,2,42,350000,8393,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-szczecin-swierczewo-ul-hieronima-derdowskiego-2-pokojowe-f4m4k0,https://s2.adresowa.pl/oi/5f/64/37c98e_aa34_cover-2-pokojowe-mieszkanie-szczecin-swierczewo-ul-hieronima-derdowskiego.jpg
Szczecin Łekno,al. Wojska Polskiego,4,76,599000,7882,Bez pośredników,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-szczecin-lekno-al-wojska-polskiego-4-pokojowe-d0l6q8,https://s2.adresowa.pl/oi/72/68/37bacc_fbb3_cover-4-pokojowe-mieszkanie-szczecin-lekno-al-wojska-polskiego.jpg
Szczecin Gumieńce,ul. Barbakan,2,51,670000,13137,Bez pośredników,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-szczecin-gumience-ul-barbakan-2-pokojowe-d3z8h3,https://s2.adresowa.pl/oi/58/7e/37a79c_a8a1_cover-2-pokojowe-mieszkanie-szczecin-gumience-ul-barbakan.jpg
Szczecin Centrum,ul. Adama Mickiewicza,2,50,675000,13438,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-adama-mickiewicza-2-pokojowe-q6w5v7,https://s2.adresowa.pl/oi/14/52/37a0f4_5311_cover-2-pokojowe-mieszkanie-szczecin-centrum-ul-adama-mickiewicza.jpg
Szczecin Gumieńce,ul. gen. Stanisława Maczka,2,51,500000,9901,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-szczecin-gumience-ul-gen-stanislawa-maczka-2-pokojowe-g8z2w0,https://s2.adresowa.pl/oi/46/59/379f2c_3427_cover-2-pokojowe-mieszkanie-szczecin-gumience-ul-gen-stanislawa-maczka.jpg
Szczecin Gumieńce,ul. Gorzowska,3,48,511000,10606,Bez pośredników,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-szczecin-gumience-ul-gorzowska-3-pokojowe-f0l8n8,https://s2.adresowa.pl/oi/22/47/379648_40c3_cover-3-pokojowe-mieszkanie-szczecin-gumience-ul-gorzowska.jpg
Szczecin Gumieńce,ul. Gorzowska,2,43,480000,11241,Bez pośredników,ponad miesiąc temu,26,https://adresowo.pl/o/mieszkanie-szczecin-gumience-ul-gorzowska-2-pokojowe-y8h2j5,https://s2.adresowa.pl/oi/7e/71/3795fa_a7c0_cover-2-pokojowe-mieszkanie-szczecin-gumience-ul-gorzowska.jpg
Szczecin Gumieńce,ul. Gorzowska,2,35,406580,11600,Bez pośredników,ponad miesiąc temu,16,https://adresowo.pl/o/mieszkanie-szczecin-gumience-ul-gorzowska-2-pokojowe-z3c3l8,https://s2.adresowa.pl/oi/11/2d/3795b4_9fa0_cover-2-pokojowe-mieszkanie-szczecin-gumience-ul-gorzowska.jpg
Szczecin Centrum,al. Papieża Jana Pawła II,3,65,583000,8969,Bez pośredników,ponad miesiąc temu,5,https://adresowo.pl/o/mieszkanie-szczecin-centrum-al-papieza-jana-pawla-ii-3-pokojowe-n0b2t3,https://s2.adresowa.pl/oi/14/47/379598_546a_cover-3-pokojowe-mieszkanie-szczecin-centrum-al-papieza-jana-pawla-ii.jpg
Szczecin Dąbie,ul. Emilii Gierczak,2,47,489000,10516,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-szczecin-dabie-ul-emilii-gierczak-2-pokojowe-v7d7o5,https://s2.adresowa.pl/oi/2a/40/3794e4_a5c4_cover-2-pokojowe-mieszkanie-szczecin-dabie-ul-emilii-gierczak.jpg
Szczecin Świerczewo,ul. Santocka,3,67,850000,12619,Bez pośredników,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-szczecin-swierczewo-ul-santocka-3-pokojowe-c9z1m8,https://s2.adresowa.pl/oi/6b/4e/37830e_722c_cover-3-pokojowe-mieszkanie-szczecin-swierczewo-ul-santocka.jpg
Szczecin Pomorzany,al. Powstańców Wielkopolskich,3,61,589000,9656,Bez pośredników,ponad miesiąc temu,1,https://adresowo.pl/o/mieszkanie-szczecin-pomorzany-al-powstancow-wielkopolskich-3-pokojowe-h9z8z5,https://s2.adresowa.pl/oi/4a/15/3781fe_5c27_cover-3-pokojowe-mieszkanie-szczecin-pomorzany-al-powstancow-wielkopolskich.jpg
Szczecin Niebuszewo,ul. ks. Hugona Kołłątaja,2,47,471000,10021,Bez pośredników,ponad miesiąc temu,18,https://adresowo.pl/o/mieszkanie-szczecin-niebuszewo-ul-ks-hugona-kollataja-2-pokojowe-u3i6w2,https://s2.adresowa.pl/oi/32/24/3761ee_587c_cover-2-pokojowe-mieszkanie-szczecin-niebuszewo-ul-ks-hugona-kollataja.jpg
Szczecin Centrum,ul. Szarotki,3,91,749000,8249,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-szarotki-3-pokojowe-e4w4p3,https://s2.adresowa.pl/oi/31/3a/376176_be09_cover-3-pokojowe-mieszkanie-szczecin-centrum-ul-szarotki.jpg
Szczecin Centrum,ul. Szarotki,3,77,669000,8688,Bez pośredników,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-szarotki-3-pokojowe-i8g0t3,https://s2.adresowa.pl/oi/5e/27/375926_b6f9_cover-3-pokojowe-mieszkanie-szczecin-centrum-ul-szarotki.jpg
Szczecin Centrum,ul. Śląska,3,43,420000,9767,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-slaska-3-pokojowe-f7j2v7,https://s2.adresowa.pl/oi/54/61/375436_fea1_cover-3-pokojowe-mieszkanie-szczecin-centrum-ul-slaska.jpg
Szczecin Świerczewo,ul. Piękna,3,45,400000,8889,Bez pośredników,ponad miesiąc temu,1,https://adresowo.pl/o/mieszkanie-szczecin-swierczewo-ul-piekna-3-pokojowe-l6n4m3,https://s2.adresowa.pl/oi/4b/38/375220_5205_cover-3-pokojowe-mieszkanie-szczecin-swierczewo-ul-piekna.jpg
Szczecin Gumieńce,ul. Polskich Marynarzy,3,101,1499000,14842,Bez pośredników,ponad miesiąc temu,18,https://adresowo.pl/o/mieszkanie-szczecin-gumience-ul-polskich-marynarzy-3-pokojowe-n7y1g6,https://s2.adresowa.pl/oi/39/5c/374230_f959_cover-3-pokojowe-mieszkanie-szczecin-gumience-ul-polskich-marynarzy.jpg
Szczecin Warszewo,ul. Małe Błonia,2,43,515000,11977,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-warszewo-ul-male-blonia-2-pokojowe-e5g0j8,https://s2.adresowa.pl/oi/7c/18/37406e_ab6d_cover-2-pokojowe-mieszkanie-szczecin-warszewo-ul-male-blonia.jpg
Szczecin Podjuchy,ul. Krzemienna,2,52,550000,10577,Bez pośredników,ponad miesiąc temu,1,https://adresowo.pl/o/mieszkanie-szczecin-podjuchy-ul-krzemienna-2-pokojowe-z1z3m2,https://s2.adresowa.pl/oi/25/7b/373b38_e252_cover-2-pokojowe-mieszkanie-szczecin-podjuchy-ul-krzemienna.jpg
Szczecin Żelechowa,ul. Hoża,2,49,509000,10358,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-szczecin-zelechowa-ul-hoza-2-pokojowe-e5p4a7,https://s2.adresowa.pl/oi/5a/74/372bb6_97a7_cover-2-pokojowe-mieszkanie-szczecin-zelechowa-ul-hoza.jpg
Szczecin Warszewo,,4,77,770000,10000,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-warszewo-4-pokojowe-77-m2-k5d3t4,https://s2.adresowa.pl/oi/77/1d/3737ae_33be_cover-4-pokojowe-mieszkanie-szczecin-warszewo.jpg
Szczecin Śródmieście,ul. Szarotki,3,61,540000,8818,Bez pośredników,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-szczecin-srodmiescie-ul-szarotki-3-pokojowe-l4d2a5,https://s2.adresowa.pl/oi/55/1b/37337e_71cf_cover-3-pokojowe-mieszkanie-szczecin-srodmiescie-ul-szarotki.jpg
Szczecin Żelechowa,ul. Hoża,3,109,570000,5217,Bez pośredników,ponad miesiąc temu,27,https://adresowo.pl/o/mieszkanie-szczecin-zelechowa-ul-hoza-3-pokojowe-d7i3e6,https://s2.adresowa.pl/oi/1f/42/371dce_ba21_cover-3-pokojowe-mieszkanie-szczecin-zelechowa-ul-hoza.jpg
Szczecin Bukowe,ul. Romantyczna,3,67,667000,9896,Bez pośredników,ponad miesiąc temu,19,https://adresowo.pl/o/mieszkanie-szczecin-bukowe-ul-romantyczna-3-pokojowe-k9n1i3,https://s2.adresowa.pl/oi/2f/24/371a06_7ea2_cover-3-pokojowe-mieszkanie-szczecin-bukowe-ul-romantyczna.jpg
Szczecin Słoneczne,ul. Lucjana Rydla,4,82,675000,8232,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-szczecin-sloneczne-ul-lucjana-rydla-4-pokojowe-n9w8x4,https://s2.adresowa.pl/oi/7e/74/371772_a71d_cover-4-pokojowe-mieszkanie-szczecin-sloneczne-ul-lucjana-rydla.jpg
Szczecin Centrum,ul. bł. Królowej Jadwigi,4,78,737000,9440,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-bl-krolowej-jadwigi-4-pokojowe-c8c1q8,https://s2.adresowa.pl/oi/5c/2d/371434_f312_cover-4-pokojowe-mieszkanie-szczecin-centrum-ul-bl-krolowej-jadwigi.jpg
Szczecin Niebuszewo,ul. Przyjaciół Żołnierza,4,72,887322,12300,Bez pośredników,ponad miesiąc temu,27,https://adresowo.pl/o/mieszkanie-szczecin-niebuszewo-ul-przyjaciol-zolnierza-4-pokojowe-c4v1l3,https://s2.adresowa.pl/oi/55/29/3709be_d2ec_cover-4-pokojowe-mieszkanie-szczecin-niebuszewo-ul-przyjaciol-zolnierza.jpg
